Species	BAN001.A0101.SG1.1_5M	BAN001.A0101.SG1.1_5M_over50bp	BAN001.A0101.SG1.1_5M_under50bp	BAN001.A0102.SG1.4_5M	BAN001.A0102.SG1.4_5M_over50bp	BAN001.A0102.SG1.4_5M_under50bp	CDM019.A0101.SG1.1_5M	CDM019.A0101.SG1.1_5M_over50bp	CDM019.A0101.SG1.1_5M_under50bp	CDM019.A0102.SG1.4_5M	CDM019.A0102.SG1.4_5M_over50bp	CDM019.A0102.SG1.4_5M_under50bp	CDM020.A0101.SG1.1_5M	CDM020.A0101.SG1.1_5M_over50bp	CDM020.A0101.SG1.1_5M_under50bp	CDM020.A0102.SG1.4_5M	CDM020.A0102.SG1.4_5M_over50bp	CDM020.A0102.SG1.4_5M_under50bp	FUM002.A0101.SG1.1_5M	FUM002.A0101.SG1.1_5M_over50bp	FUM002.A0101.SG1.1_5M_under50bp	FUM002.A0102.SG1.5_5M	FUM002.A0102.SG1.5_5M_over50bp	FUM002.A0102.SG1.5_5M_under50bp	FUM003.A0101.SG1.1_5M	FUM003.A0101.SG1.1_5M_over50bp	FUM003.A0101.SG1.1_5M_under50bp	FUM003.A0102.SG1.4_5M	FUM003.A0102.SG1.4_5M_over50bp	FUM003.A0102.SG1.4_5M_under50bp	GDN001.A0101.SG1.1_5M	GDN001.A0101.SG1.1_5M_over50bp	GDN001.A0101.SG1.1_5M_under50bp	GDN001.A0102.SG1.3_5M	GDN001.A0102.SG1.3_5M_over50bp	GDN001.A0102.SG1.3_5M_under50bp	GOY005.A0101.SG1.2_5M	GOY005.A0101.SG1.2_5M_over50bp	GOY005.A0101.SG1.2_5M_under50bp	GOY005.A0103.SG1.4_5M	GOY005.A0103.SG1.4_5M_over50bp	GOY005.A0103.SG1.4_5M_under50bp	GOY006.A0101.SG1.2_5M	GOY006.A0101.SG1.2_5M_over50bp	GOY006.A0101.SG1.2_5M_under50bp	GOY006.A0102.SG1.5_5M	GOY006.A0102.SG1.5_5M_over50bp	GOY006.A0102.SG1.5_5M_under50bp	PES001.B0101.SG1.3_5M	PES001.B0101.SG1.3_5M_over50bp	PES001.B0101.SG1.3_5M_under50bp	PES001.B0102.SG1.5_5M	PES001.B0102.SG1.5_5M_over50bp	PES001.B0102.SG1.5_5M_under50bp	VLD001.A0101.SG1.1_5M	VLD001.A0101.SG1.1_5M_over50bp	VLD001.A0101.SG1.1_5M_under50bp	VLD001.A0102.SG1.2_5M	VLD001.A0102.SG1.2_5M_over50bp	VLD001.A0102.SG1.2_5M_under50bp
Pauljensenia odontolytica B	2	2	0	1	1	0	16	13	3	8	6	2	7	5	2	5	2	3	40	30	10	14	5	9	137	96	41	77	38	39	23	15	8	17	15	2	143	72	71	55	24	31	191	120	71	99	43	56	151	125	26	80	50	30	11	5	6	5	3	2
Pauljensenia sp000185285	1	0	1	1	1	0	155	131	24	81	60	21	135	107	28	70	44	26	171	113	58	108	60	48	551	364	187	318	163	155	602	492	110	153	96	57	581	370	211	210	98	112	1864	1268	596	833	432	401	2794	2470	324	1407	1006	401	188	122	66	99	45	54
Pauljensenia sp000278725	1	1	0	2	0	2	35	22	13	31	21	10	36	28	8	25	19	6	110	69	41	95	55	40	221	133	88	121	70	51	102	80	22	27	11	16	250	161	89	77	26	51	412	265	147	171	82	89	342	291	51	169	124	45	82	52	30	46	20	26
Pauljensenia sp000411415	0	0	0	1	0	1	25	21	4	13	11	2	22	16	6	11	6	5	32	19	13	29	18	11	105	73	32	71	32	39	40	27	13	11	5	6	121	80	41	48	23	25	165	103	62	82	37	45	159	128	31	100	69	31	22	10	12	11	4	7
Pauljensenia sp000466265	0	0	0	0	0	0	40	38	2	23	18	5	58	52	6	30	24	6	149	90	59	74	32	42	204	134	70	126	59	67	135	95	40	39	23	16	245	154	91	85	38	47	390	253	137	180	85	95	363	311	52	217	140	77	52	33	19	33	19	14
Pauljensenia sp001064145	0	0	0	0	0	0	29	23	6	15	15	0	20	15	5	7	2	5	33	24	9	15	5	10	115	70	45	60	24	36	19	13	6	16	12	4	122	65	57	39	18	21	149	90	59	70	26	44	136	117	19	68	45	23	25	10	15	5	3	2
Pauljensenia sp001838165	0	0	0	0	0	0	16	14	2	7	6	1	24	18	6	12	10	2	33	17	16	15	6	9	102	67	35	68	40	28	17	11	6	9	7	2	117	76	41	39	11	28	137	85	52	76	37	39	111	98	13	71	49	22	10	5	5	6	4	2
Pauljensenia sp018375675	0	0	0	1	0	1	14	11	3	12	11	1	17	13	4	10	9	1	39	29	10	21	10	11	98	66	32	57	24	33	26	24	2	7	5	2	82	38	44	30	15	15	85	57	28	61	18	43	94	78	16	72	48	24	12	9	3	5	1	4
Pauljensenia sp018986735	0	0	0	0	0	0	39	28	11	22	13	9	33	28	5	14	9	5	45	29	16	39	20	19	27	18	9	22	13	9	131	109	22	42	24	18	31	15	16	11	2	9	65	44	21	33	14	19	80	62	18	46	20	26	39	22	17	20	10	10
Pauljensenia sp900556405	0	0	0	1	1	0	30	27	3	19	12	7	18	13	5	9	6	3	32	24	8	19	6	13	65	43	22	51	22	29	28	21	7	10	8	2	80	45	35	36	15	21	112	77	35	59	29	30	101	84	17	54	38	16	14	13	1	7	4	3
Pauljensenia sp902373435	0	0	0	0	0	0	320	283	37	139	97	42	219	195	24	82	57	25	47	36	11	21	11	10	123	86	37	79	42	37	86	67	19	21	11	10	142	79	63	50	24	26	184	113	71	98	51	47	194	168	26	93	58	35	7	6	1	8	1	7
Pauljensenia sp902373545	1	1	0	0	0	0	44	33	11	28	18	10	55	45	10	29	28	1	127	79	48	72	42	30	202	127	75	119	69	50	91	78	13	21	13	8	254	139	115	77	35	42	360	228	132	167	82	85	386	324	62	196	143	53	60	36	24	39	17	22
Pelomonas depolymerans A	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	5	3	2	1	1	0	2	1	1	3689	3357	332	2459	1701	758	0	0	0	2	2	0	5	3	2	1	0	1	0	0	0	1	0	1	0	0	0	1	1	0	10	7	3	6	2	4
Pelomonas puraquae	0	0	0	1	1	0	0	0	0	0	0	0	3	2	1	1	1	0	66	59	7	20	13	7	940632	837848	102784	623618	383253	240365	25	14	11	6	4	2	12	10	2	0	0	0	4	3	1	4	2	2	2	2	0	2	0	2	15	11	4	5	3	2
Pelomonas saccharophila	1	0	1	1	0	1	0	0	0	1	1	0	2	1	1	2	0	2	6	4	2	0	0	0	5668	5098	570	3955	2609	1346	5	4	1	1	0	1	6	4	2	0	0	0	3	3	0	0	0	0	2	2	0	0	0	0	23	12	11	18	6	12
Pelomonas sp001425055	0	0	0	0	0	0	0	0	0	1	1	0	7	4	3	2	2	0	1	0	1	1	0	1	384	337	47	297	179	118	13	13	0	1	1	0	10	5	5	2	2	0	1	0	1	1	1	0	2	0	2	2	1	1	8	6	2	3	1	2
Pelomonas sp001425165	0	0	0	0	0	0	1	0	1	3	2	1	2	2	0	3	2	1	2	0	2	0	0	0	354	317	37	269	161	108	5	4	1	3	0	3	11	9	2	5	3	2	7	3	4	5	2	3	1	1	0	1	1	0	20	14	6	8	6	2
Pelomonas sp001426885	0	0	0	0	0	0	2	0	2	0	0	0	2	1	1	4	2	2	1	0	1	1	0	1	475	432	43	332	235	97	7	5	2	1	1	0	1	0	1	2	2	0	0	0	0	0	0	0	0	0	0	1	0	1	21	18	3	9	3	6
Pelomonas sp003963005	0	0	0	1	1	0	4	4	0	2	2	0	1	1	0	2	2	0	3	2	1	3	2	1	31382	28885	2497	20945	14695	6250	18	7	11	5	2	3	8	4	4	1	1	0	2	0	2	1	0	1	2	1	1	0	0	0	22	13	9	17	7	10
Pelomonas sp003963075	0	0	0	2	2	0	1	1	0	0	0	0	0	0	0	2	1	1	3	3	0	0	0	0	5905	5369	536	4213	2848	1365	49	42	7	6	5	1	4	2	2	3	1	2	3	2	1	0	0	0	0	0	0	1	1	0	20	5	15	20	6	14
Pelomonas sp009996515	0	0	0	0	0	0	1	1	0	0	0	0	2	1	1	1	1	0	2	2	0	2	2	0	472	421	51	294	216	78	6	5	1	6	2	4	4	4	0	1	1	0	2	2	0	2	1	1	3	2	1	2	0	2	16	13	3	8	4	4
Pelomonas sp016195825	1	0	1	1	0	1	1	0	1	0	0	0	2	2	0	1	0	1	4	1	3	4	2	2	351	301	50	281	183	98	36	19	17	2	0	2	9	6	3	1	0	1	1	0	1	2	2	0	4	3	1	1	1	0	19	14	5	17	6	11
Peptidiphaga gingivicola	2	1	1	0	0	0	772	635	137	372	253	119	710	557	153	444	285	159	98	61	37	39	24	15	30	20	10	12	4	8	31	17	14	12	7	5	287	147	140	119	51	68	157	97	60	61	31	30	67	52	15	37	22	15	23	18	5	10	7	3
Peptidiphaga sp000466165	0	0	0	0	0	0	184	140	44	102	59	43	42	31	11	25	19	6	72	48	24	52	27	25	51	43	8	30	23	7	70	49	21	24	13	11	30	21	9	9	5	4	40	27	13	14	7	7	46	36	10	34	22	12	45	36	9	29	18	11
Peptidiphaga sp905373325	0	0	0	1	1	0	687	564	123	291	203	88	2190	1692	498	1212	783	429	31	21	10	25	13	12	12	6	6	9	5	4	23	21	2	7	3	4	444	218	226	176	65	111	184	103	81	79	40	39	65	57	8	45	28	17	17	12	5	6	2	4
Peptoanaerobacter margaretiae	0	0	0	0	0	0	370	289	81	1175	906	269	2282	1782	500	5336	4049	1287	221	97	124	688	321	367	220	94	126	511	169	342	3	1	2	17	8	9	2341	1320	1021	4695	2230	2465	1135	685	450	2686	1314	1372	369	273	96	1033	618	415	9	7	2	18	14	4
Peptoanaerobacter stomatis	0	0	0	0	0	0	230	192	38	558	423	135	116	105	11	349	279	70	73	44	29	150	89	61	6	5	1	12	8	4	30	25	5	59	37	22	37	23	14	59	26	33	97	75	22	106	56	50	18	15	3	54	42	12	15	13	2	14	11	3
Peptoanaerobacter yurii	0	0	0	0	0	0	313	265	48	919	670	249	5645	4220	1425	13167	9792	3375	266	132	134	905	425	480	245	109	136	623	201	422	1	1	0	20	11	9	2908	1640	1268	5914	2889	3025	1346	856	490	3149	1580	1569	435	324	111	1303	848	455	3	2	1	20	7	13
Peptostreptococcus canis	0	0	0	0	0	0	109	97	12	383	307	76	206	172	34	613	511	102	88	60	28	188	129	59	4	2	2	4	1	3	34	26	8	57	29	28	34	29	5	40	26	14	47	40	7	61	38	23	28	26	2	38	29	9	5	5	0	8	6	2
Peptostreptococcus russellii A	269	210	59	515	285	230	7	6	1	7	6	1	1	1	0	5	4	1	1	1	0	7	2	5	0	0	0	0	0	0	2	2	0	31	24	7	1	0	1	2	1	1	4	1	3	7	5	2	4	2	2	7	6	1	2	2	0	2	1	1
Peptostreptococcus sp000758885	0	0	0	1	1	0	8	7	1	30	19	11	10	9	1	26	21	5	87	58	29	201	131	70	2	2	0	11	7	4	3	2	1	15	5	10	37	27	10	49	24	25	70	50	20	112	66	46	59	53	6	103	76	27	6	4	2	21	12	9
Peptostreptococcus sp900759325	0	0	0	0	0	0	10	9	1	42	37	5	9	8	1	32	29	3	166	99	67	390	236	154	8	4	4	15	6	9	13	10	3	31	21	10	54	38	16	100	45	55	140	107	33	229	135	94	133	123	10	258	197	61	39	29	10	53	28	25
Peptostreptococcus stomatis	0	0	0	1	0	1	414	343	71	1083	869	214	385	331	54	983	811	172	2377	1506	871	5089	3163	1926	142	93	49	222	111	111	201	132	69	474	270	204	880	636	244	1143	610	533	1950	1472	478	2734	1627	1107	1909	1756	153	3535	2898	637	365	250	115	560	335	225
Phocaeicola abscessus	0	0	0	0	0	0	4774	3655	1119	5859	3926	1933	1024	767	257	1237	852	385	1	0	1	12	8	4	1	1	0	0	0	0	4	3	1	6	1	5	4	3	1	4	1	3	2	0	2	4	3	1	3	2	1	14	12	2	2	0	2	1	0	1
Porphyromonas catoniae	1	1	0	0	0	0	6	4	2	6	6	0	475	385	90	471	325	146	17	9	8	18	9	9	36	12	24	59	18	41	0	0	0	0	0	0	436	249	187	316	137	179	82	59	23	91	32	59	8	6	2	11	8	3	0	0	0	2	1	1
Porphyromonas endodontalis	2	2	0	2	1	1	157	115	42	218	147	71	371	287	84	446	306	140	14	5	9	16	4	12	11	10	1	10	8	2	2	2	0	3	1	2	10	6	4	15	7	8	18	11	7	24	13	11	7	3	4	8	4	4	10	7	3	11	6	5
Porphyromonas gingivalis	2	1	1	4	3	1	3142	2322	820	3480	2309	1171	939	656	283	1083	713	370	297	121	176	352	121	231	8	5	3	12	8	4	25	11	14	40	10	30	47	25	22	32	11	21	82	32	50	98	30	68	30	25	5	44	21	23	49	27	22	34	14	20
Porphyromonas pasteri	2	2	0	2	1	1	5	4	1	5	3	2	42	32	10	55	36	19	7	6	1	4	2	2	17	15	2	12	10	2	0	0	0	3	3	0	469	282	187	240	112	128	228	134	94	186	88	98	10	7	3	17	10	7	33	23	10	19	14	5
Porphyromonas sp000467855	5	1	4	7	4	3	65	52	13	44	28	16	496	403	93	383	267	116	11	3	8	13	6	7	6	3	3	5	0	5	0	0	0	0	0	0	211	131	80	119	59	60	121	85	36	126	44	82	8	7	1	7	3	4	5	4	1	3	1	2
Porphyromonas sp018127745	0	0	0	0	0	0	5	3	2	2	2	0	205	162	43	119	84	35	9	3	6	5	2	3	3	3	0	0	0	0	0	0	0	1	1	0	315	185	130	134	61	73	71	37	34	47	18	29	2	2	0	4	0	4	0	0	0	0	0	0
Porphyromonas sp905372525	0	0	0	0	0	0	4	3	1	13	9	4	1454	1178	276	1338	949	389	30	14	16	51	28	23	72	42	30	90	30	60	0	0	0	0	0	0	947	581	366	653	269	384	194	111	83	163	85	78	36	26	10	47	24	23	0	0	0	5	4	1
Prevotella buccae	1	1	0	4	1	3	301	241	60	313	204	109	200	157	43	210	134	76	3	0	3	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	3	1	2	1	0	1	1	1	0	1	0	1	1	0	1	3	3	0	0	0	0	0	0	0
Prevotella conceptionensis	1	0	1	4	1	3	2039	1537	502	2262	1512	750	2256	1713	543	2536	1765	771	21	8	13	29	4	25	5	4	1	9	4	5	0	0	0	0	0	0	442	231	211	473	207	266	214	115	99	293	112	181	37	22	15	35	19	16	19	12	7	7	5	2
Prevotella intermedia	4	2	2	6	2	4	282	212	70	363	249	114	277	194	83	394	275	119	32	16	16	72	21	51	3	3	0	2	0	2	5	1	4	7	3	4	136	74	62	139	55	84	105	67	38	184	63	121	32	18	14	55	34	21	17	9	8	14	6	8
Prevotella koreensis	0	0	0	1	0	1	1163	919	244	1635	1177	458	260	189	71	368	256	112	10	7	3	39	12	27	1	0	1	0	0	0	4	4	0	5	0	5	70	35	35	95	30	65	148	73	75	236	104	132	60	47	13	130	52	78	103	51	52	119	38	81
Prevotella loescheii	3	2	1	3	1	2	856	649	207	1085	752	333	4783	3495	1288	5915	4058	1857	95	42	53	138	42	96	16	9	7	27	10	17	4	1	3	1	1	0	6728	3423	3305	7171	2949	4222	2252	1243	1009	2787	1197	1590	372	215	157	708	321	387	47	26	21	31	13	18
Prevotella maculosa	2	1	1	0	0	0	537	420	117	701	479	222	162	121	41	225	152	73	4	1	3	9	3	6	9	9	0	1	1	0	4	4	0	1	0	1	10	8	2	1	1	0	3	1	2	9	5	4	3	3	0	7	3	4	6	3	3	1	0	1
Prevotella micans	0	0	0	0	0	0	258	216	42	385	261	124	174	130	44	254	190	64	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	3	3	0	1	0	1	0	0	0	1	0	1	9	5	4	7	4	3	1	1	0	0	0	0
Prevotella saccharolytica	2	2	0	1	1	0	393	295	98	645	443	202	1709	1245	464	2599	1860	739	33	14	19	57	17	40	6	3	3	18	2	16	3	1	2	2	1	1	326	180	146	376	172	204	117	70	47	185	75	110	47	21	26	88	39	49	13	8	5	26	13	13
Prevotella shahii	0	0	0	0	0	0	110	72	38	160	107	53	179	137	42	229	149	80	3	0	3	5	1	4	1	1	0	1	0	1	0	0	0	0	0	0	80	33	47	99	52	47	30	22	8	41	22	19	5	3	2	10	5	5	0	0	0	4	4	0
Prevotella sp905373605	0	0	0	2	1	1	469	320	149	520	334	186	101	66	35	119	76	43	3	1	2	1	0	1	2	2	0	1	1	0	0	0	0	0	0	0	44	24	20	48	20	28	17	7	10	20	9	11	0	0	0	2	2	0	0	0	0	1	0	1
Propionibacterium acidifaciens	1	1	0	0	0	0	34	28	6	25	13	12	125	102	23	52	34	18	29	19	10	13	6	7	148	120	28	76	44	32	64	36	28	22	9	13	8	7	1	6	2	4	23	15	8	12	4	8	30	24	6	31	24	7	25	19	6	10	3	7
Prosthecochloris vibrioformis	0	0	0	0	0	0	3	2	1	1	1	0	42	38	4	58	46	12	0	0	0	2	1	1	1	1	0	1	0	1	0	0	0	2	1	1	10	4	6	11	7	4	89	72	17	86	51	35	340	302	38	358	280	78	3	0	3	4	2	2
Proteiniphilum sp003712195	0	0	0	0	0	0	258	200	58	406	265	141	46	30	16	95	66	29	0	0	0	1	1	0	0	0	0	0	0	0	4	4	0	7	1	6	3	2	1	3	0	3	2	1	1	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0
Pseudoduganella guangdongensis	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	3	2	1	6	4	2	1	1	0	1	0	1	1	0	1	0	0	0	1	0	1	1	0	1	2	1	1	4	2	2	2965	1938	1027	1485	573	912
Pseudomonas B oryzihabitans D	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	1	1	0	1	1	0	1	0	1	2	2	0	0	0	0	0	0	0	2	2	0	13	13	0	1	1	0	4	3	1	0	0	0	1905	1848	57	571	452	119	1	0	1	0	0	0
Pseudomonas E anatoliensis	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	717	693	24	436	371	65	0	0	0	0	0	0
Pseudomonas E azotoformans A	3	3	0	1	0	1	1	1	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	3	3	0	3	2	1	5	4	1	0	0	0	2	1	1	0	0	0	9453	9096	357	5645	4685	960	9	7	2	1	0	1
Pseudomonas E bubulae	2	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	12	8	4	9	6	3	4	4	0	1	1	0	10	9	1	1	1	0	11	11	0	5	5	0	1308	1260	48	644	534	110	14	12	2	10	5	5
Pseudomonas E coleopterorum	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	2	0	3	1	2	6	5	1	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2253	2195	58	1089	922	167	5	3	2	0	0	0
Pseudomonas E fulva	2	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	5	5	0	0	0	0	6	6	0	2	1	1	804	741	63	78	53	25	0	0	0	0	0	0	23	23	0	14	13	1	3	2	1	1	0	1
Pseudomonas E hunanensis	4	4	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	2	0	3	1	2	18	16	2	10	0	10	35	34	1	10	5	5	10	7	3	1	1	0	3173	3073	100	1806	1502	304	258	193	65	105	53	52
Pseudomonas E iridis	3	1	2	4	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	5	4	1	3	1	2	0	0	0	0	0	0	5	4	1	0	0	0	0	0	0	2	1	1	1890	1842	48	981	856	125	4	1	3	2	1	1
Pseudomonas E juntendi	2	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	1	1	1	0	9	8	1	4	1	3	25	20	5	0	0	0	28	19	9	4	4	0	3	2	1	2	2	0	1683	1631	52	660	529	131	14	12	2	6	2	4
Pseudomonas E paracarnis	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	9	1	6	4	2	8	6	2	2	1	1	12	12	0	0	0	0	3	1	2	1	0	1	1878	1778	100	886	717	169	10	9	1	4	2	2
Pseudomonas E psychrophila	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	1	1	4	4	0	0	0	0	0	0	0	0	0	0	25	23	2	2	2	0	10	9	1	8	8	0	1532	1492	40	805	687	118	0	0	0	0	0	0
Pseudomonas E putida H	11	6	5	2	1	1	0	0	0	0	0	0	1	1	0	2	2	0	4	4	0	3	1	2	4	4	0	1	1	0	0	0	0	2	0	2	1609	1530	79	177	133	44	5	4	1	6	3	3	30	30	0	20	17	3	22	16	6	6	2	4
Pseudomonas E putida P	3	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3	2	1	3	2	1	1	1	0	3	1	2	14	14	0	3	2	1	0	0	0	0	0	0	1424	1370	54	846	723	123	10	9	1	7	3	4
Pseudomonas E sp000416235	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	1	0	1	0	0	0	884	854	30	450	373	77	2	1	1	0	0	0
Pseudomonas E sp001269815	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	1	1	0	1	1	0	637	609	28	356	314	42	11	8	3	3	3	0
Pseudomonas E sp002836515	2	2	0	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	2	0	1	1	0	0	0	0	0	0	0	17	13	4	3	3	0	7	6	1	4	2	2	7351	7125	226	4436	3776	660	4	4	0	0	0	0
Pseudomonas E sp002843585	8	7	1	7	3	4	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	14	13	1	4	3	1	2	2	0	2	1	1	8	7	1	0	0	0	7	7	0	3	2	1	4774	4620	154	2241	1897	344	4	1	3	0	0	0
Pseudomonas E sp900583165	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	4	4	0	4	4	0	514	493	21	338	281	57	0	0	0	0	0	0
Psychrobacter faecalis	78	64	14	109	70	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	2	2	0	0	0	0	4	4	0	3	3	0	7594	7269	325	2162	1822	340	102	77	25	142	111	31	0	0	0	1	1	0	2	2	0	2	1	1
Psychrobacter sp002377905	24	20	4	22	16	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	699	678	21	172	147	25	22	16	6	29	25	4	1	1	0	0	0	0	2	0	2	3	0	3
Puteibacter caeruleilacunae	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	8	6	2	0	0	0	2	1	1	28	28	0	17	15	2	0	0	0	0	0	0	497	415	82	141	93	48
Pyramidobacter piscolens	0	0	0	0	0	0	433	354	79	307	192	115	522	399	123	356	240	116	0	0	0	7	6	1	0	0	0	0	0	0	1	1	0	1	1	0	1	0	1	1	1	0	4	3	1	4	2	2	1	1	0	7	2	5	1	1	0	0	0	0
QFNR01 sp003248485	14	12	2	13	7	6	0	0	0	0	0	0	0	0	0	2	1	1	65	57	8	108	90	18	391	359	32	488	382	106	41	41	0	36	24	12	187	177	10	68	52	16	249	221	28	254	190	64	5	5	0	7	5	2	99	89	10	76	48	28
RCIZ01 sp016793485	0	0	0	2	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	804	737	67	478	332	146	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	1	1	0	1	0	1	0	0	0
Rahnella aceris	5759	4020	1739	4005	1752	2253	0	0	0	0	0	0	1	0	1	1	1	0	1	1	0	1	1	0	5	5	0	2	2	0	9	8	1	1	1	0	4	4	0	0	0	0	5	5	0	0	0	0	1257	1223	34	1182	999	183	1	0	1	1	0	1
Rahnella aquatilis	148	98	50	96	52	44	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	855	824	31	755	624	131	0	0	0	0	0	0
Rahnella inusitata	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	2	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1593	1559	34	1378	1167	211	2	0	2	0	0	0
Rahnella sp004195115	1555	1114	441	1062	456	606	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	2	1	1	0	0	0	35590	34680	910	29521	25107	4414	0	0	0	0	0	0
Rahnella victoriana	1716	1214	502	1026	412	614	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	5	5	0	0	0	0	1	1	0	0	0	0	1	1	0	1	1	0	90	89	1	70	61	9	0	0	0	0	0	0
Rhodoferax sp008015235	0	0	0	0	0	0	1	1	0	0	0	0	4	4	0	2	1	1	3	2	1	3	1	2	706	642	64	526	382	144	16	16	0	2	1	1	24	21	3	13	7	6	16	12	4	8	5	3	1	1	0	2	1	1	5	4	1	0	0	0
Rickettsia felis	269	174	95	720	273	447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rothia aeria	12	7	5	11	4	7	239	191	48	151	108	43	1641	1283	358	1549	1090	459	15	11	4	14	7	7	70	63	7	43	29	14	2	2	0	3	3	0	783	524	259	361	163	198	6482	4945	1537	2572	1459	1113	3196	2818	378	2084	1438	646	38	29	9	12	7	5
Rothia amarae	0	0	0	1	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	410	380	30	459	326	133	0	0	0	0	0	0	10	8	2	0	0	0	2	2	0	2	0	2	2	2	0	1	1	0	1	0	1	0	0	0
Rothia dentocariosa	18	11	7	23	10	13	294	239	55	281	197	84	161	119	42	139	83	56	54	43	11	39	27	12	483	447	36	349	268	81	28	28	0	11	9	2	352	310	42	86	45	41	633	509	124	255	151	104	269	232	37	176	130	46	111	80	31	64	27	37
Rothia kristinae	1	1	0	1	0	1	2	2	0	2	1	1	5	4	1	2	0	2	3	2	1	4	2	2	914	826	88	564	359	205	10	10	0	0	0	0	7	5	2	3	1	2	112	86	26	16	6	10	9	6	3	7	3	4	1	0	1	2	1	1
Rouxiella badensis	2	0	2	2	2	0	0	0	0	1	1	0	1	1	0	3	3	0	2	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	4	2	2	1074	1050	24	951	814	137	1	1	0	0	0	0
Rubrivivax sp001724995	0	0	0	0	0	0	0	0	0	0	0	0	5	3	2	3	2	1	1	1	0	0	0	0	605	547	58	390	275	115	3	3	0	0	0	0	5	5	0	3	3	0	4	2	2	2	1	1	0	0	0	2	2	0	2	2	0	0	0	0
Rubrivivax sp013822265	2	2	0	0	0	0	0	0	0	1	1	0	0	0	0	2	1	1	1	0	1	0	0	0	1425	1307	118	913	652	261	0	0	0	1	0	1	6	6	0	4	3	1	6	4	2	4	3	1	0	0	0	1	0	1	2	1	1	1	1	0
S5-A14a sp900112915	0	0	0	0	0	0	142	119	23	336	275	61	52	48	4	121	102	19	67	42	25	137	78	59	1	0	1	5	2	3	19	10	9	36	20	16	9	7	2	15	8	7	31	26	5	60	39	21	17	17	0	50	40	10	4	1	3	9	5	4
